source_file,title,description,url
page-06.html,Non-residential Building Class Replacement Value on Tonga in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-to-non-residential-bld-class-2024-919
page-06.html,Non-residential Building Class Replacement Value on Vanuatu in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-vu-non-residential-bld-class-2024-921
page-04.html,Non-residential Buildings Replacement Value on Cook Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/cook-islands-non-residential-repacement-value2024-844
page-04.html,Non-residential Buildings Replacement Value on Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/samoa-non-residential-replacement-value2024-846
page-04.html,Non-residential Buildings Replacement Value on Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/solomon-islands-non-residential-replacement-value2024-848
page-04.html,Non-residential Buildings Replacement Value on Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/tonga-non-residential-replacement-value2024-845
page-04.html,Non-residential Buildings Replacement Value on Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/vanuatu-non-residential-replacement-value2024-847
page-10.html,ODS Consumption Trends,Palau Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ods-consumption-trends3c145dc8-bc41-450e-b385-05283981acc4
page-09.html,"ODS Consumption Trends, 2011 - 2017",Tuvalu Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ods-consumption-trends-2011-2017d91f4522-3f00-45a5-90e3-79d8afb8af6d
page-10.html,"ODS Consumption Trends, 2011 - 2017",Solomon Islands Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ods-consumption-trends-2011-20174ddb53e6-bd17-4bd2-a9d4-202da94fb33d
page-09.html,"ODS Consumption in ODP, 2012 - 2017",Kiribati Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ods-consumption-in-odp-2012-20174eaf89ca-b530-4572-bc0b-e6874137c2ab
page-06.html,Ozone,Federated States of Micronesia Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ozone7ed45b8c-70b3-4500-ba05-45407d7beeb7
page-09.html,Ozone Depleting Substances (ODS) Greenhouse Gases,Cook Islands Environment Data Portal Dataset,https://pacificdata.org/data/dataset/ozone-depleting-substances-ods-greenhouse-gases5c04f215-a20e-42b8-be13-9d557e4151d6
page-11.html,"PNG Forest cover, log exports and concessions statistics",Papua New Guinea Data Portal Dataset,https://pacificdata.org/data/dataset/png-forest-cover-log-exports-and-concessions-statistics47888cc8-759f-4e9b-976a-34f4a9574b7b
page-11.html,Pacific island region spatial data,Secretariat of the Pacific Regional Environment Programme (SPREP) Dataset,https://pacificdata.org/data/dataset/pacific-island-region-spatial-data48d9036d-04cb-4cb0-8aa8-b16197985b6a
page-09.html,Parcelles cadastrales NC,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/parcelles-cadastrales-nc-xzgbbz
page-11.html,Percentage of Population within 1 5 & 10km Coastal Buffers,SPC Statistics for Development Division (SDD) Dataset,https://pacificdata.org/data/dataset/percentage-of-population-within-1-5-10km-coastal-buffers
page-11.html,Phoenix Islands Protected Area - PIPA (Kiribati),Forum Fisheries Agency (FFA) Dataset,https://pacificdata.org/data/dataset/phoenix-islands-protected-area-pipa-kiribati
page-10.html,Plages en Province Nord,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/plages-en-province-nord-k9d8v1
page-10.html,Plages en Province Sud,Open Data Nouvelle-Calédonie Dataset,https://pacificdata.org/data/dataset/plages-en-province-sud-jhvguw
page-09.html,Pohnpei Adaptation Fund (AF) Project,Federated States of Micronesia Environment Data Portal Dataset,https://pacificdata.org/data/dataset/pohnpei-adaptation-fund-af-project7debe369-ddea-4163-a03d-85446c1370a3
page-01.html,Port Facilities in Cook Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ck-port-facility-2024-868
page-01.html,Port Facilities in Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ws-port-facility-2024-867
page-01.html,Port Facilities in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/sb-port-facility-2024-869
page-03.html,Port Facilities in Solomon Islands,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-solomon-ports1-390
page-01.html,Port Facilities in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-port-facility-2024-866
page-04.html,Port Facilities in Tonga,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-tonga-ports-483
page-01.html,Port Facilities in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/vu-port-facility-2024-870
page-02.html,Port Facilities in Vanuatu,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/pcrafi-ii-vanuatu-ports-facilities-218
page-07.html,Port Replacement Value on Samoa,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/ws-port-values-1013
page-10.html,Post Disaster Assessment report - Pam,Vanuatu Environment Data Portal Dataset,https://pacificdata.org/data/dataset/post-disaster-assessment-report-pam85b7d6f5-e2be-4016-841a-a61b7535f7e0
page-06.html,Post Disaster Needs Assessment - Cyclon Gita 2018,Tonga Environment Data Portal Dataset,https://pacificdata.org/data/dataset/post-disaster-needs-assessment-cyclon-gita-201852e533e1-4653-463a-bd3a-90b11dd21981
page-02.html,Post Disaster Needs Assessment - Cyclone Evan 2012,Samoa Environment Data Portal Dataset,https://pacificdata.org/data/dataset/post-disaster-needs-assessment-cyclone-evan-20127e694f0b-eae2-4179-a458-f93642be4a56
page-06.html,Post Disaster Needs Assessment - Cyclone Pam 2015,Vanuatu Environment Data Portal Dataset,https://pacificdata.org/data/dataset/post-disaster-needs-assessment-cyclone-pam-2015028d76d7-d3db-4866-b105-ca31a5cbed04
page-05.html,Power Assets on Solomon Islands in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/sb-power-assets-2024-878
page-05.html,Power Assets on Tonga in 2024,"SPC Geoscience, Energy and Maritime Division (GEM) Dataset",https://pacificdata.org/data/dataset/to-power-assets-2024-879
